komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
rakhamarucerdas apa anisbrcerdas ngibulin rakyat cerdas menipu bangsa,"['rakhamarucerdas', 'anisbrcerdas', 'ngibulin', 'rakyat', 'cerdas', 'tipu', 'bangsa']",0,netral,0,1,positif
saya hanya bisa geleng2 mendengar pertanyaan pak prabowo mengenai polusi pada pak anies pertanyaan beliau selalu menjatuhkan tidak terima atas jawaban pak anis yang sesuai data dalam hal ini pak ganjar lebih baik dibanding pak prabowobrinsyaallah pak anies presiden 2024,"['geleng2', 'dengar', 'prabowo', 'polusi', 'anies', 'beliau', 'jatuh', 'terima', 'anis', 'sesuai', 'data', 'ganjar', 'banding', 'prabowobrinsyaallah', 'anies', 'presiden', '2024']",3,positif,1,1,positif
pakak anis memang sangatsangat pintar cerdaa dan berwibawa bismillahirrahmanirrahim semoga ri di pimpin oleh orang cerdas yaitu bapak anies rasyid baswedan 01 amin ri 1,"['pakak', 'anis', 'sangatsangat', 'pintar', 'cerdaa', 'wibawa', 'bismillahirrahmanirrahim', 'moga', 'ri', 'pimpin', 'orang', 'cerdas', 'anies', 'rasyid', 'baswedan', '01', 'amin', 'ri', '1']",1,positif,1,1,positif
harryyanto00bapak mu ngibul gue remaja gereja di jakarta semenjak pak anis menjabat urusan terkait kegerejaan sangat mudah lu orang luar jakarta tau apa kebanyakan menonton hoak sihh,"['harryyanto00bapak', 'mu', 'ngibul', 'gue', 'remaja', 'gereja', 'jakarta', 'semenjak', 'anis', 'jabat', 'urus', 'kait', 'gereja', 'mudah', 'lu', 'orang', 'jakarta', 'tau', 'banyak', 'tonton', 'hoak', 'sihh']",-11,negatif,-1,-1,negatif
saya sekarang harus jujur memang anis yang cocok jadi presiden,"['jujur', 'anis', 'cocok', 'presiden']",7,positif,1,1,positif
owalaahh wowo dmna debat itu adu argumen amp gagasan bukan sentimen debat kok malah curhat jadi akhirnya senjata makan tuan niat memojokkan yang ada malah diulti sama pak anis kelihatan yang mana calon yang punya kematangan berpikir amp selalu tenang dalam menjawab pertanyaan,"['owalaahh', 'wowo', 'dmna', 'debat', 'adu', 'argumen', 'amp', 'gagas', 'sentimen', 'debat', 'curhat', 'senjata', 'makan', 'tuan', 'niat', 'pojok', 'diulti', 'anis', 'calon', 'matang', 'pikir', 'amp', 'tenang']",-5,negatif,-1,1,positif
yang komen pasukan anis semua ganjar mahfud tetap pilihan hati,"['komen', 'pasu', 'anis', 'ganjar', 'mahfud', 'pilih', 'hati']",0,netral,0,1,positif
pak anis amin,"['anis', 'amin']",0,netral,0,1,positif
ganjar dan anis menonjol dalam berargumentasi dari sisi ketenangan sedangkan prabowo terkadang tidak mampu mengelolah emosional dalam menanggapi namun pada sisi ketepatan dan kepadatan argumen saya kira lebih unggul ganjar karena realistis memandang sebuah problem sedangkan anis terkadang terkesan menggampangkan satu problem sehingga lebih kedengaran banyak melebar dan rasarasanya agak susah mewujudkan gagasannya,"['ganjar', 'anis', 'tonjol', 'argumentasi', 'sisi', 'tenang', 'prabowo', 'terkadang', 'elo', 'emosional', 'tanggap', 'sisi', 'tepat', 'padat', 'argumen', 'unggul', 'ganjar', 'realistis', 'pandang', 'problem', 'anis', 'terkadang', 'kes', 'gampang', 'problem', 'dengar', 'lebar', 'rasarasanya', 'susah', 'wujud', 'gagas']",15,positif,1,1,positif
siapapun presidennya nantibrsemoga segala bantuan sosial jaminan kesehatan beasiswa pendidikan makin maju makin debenahi biar meratabrbrsemua orang tau masa debat begini mengomong manisbrkita enggak tau janji mana yang ditepati,"['presiden', 'nantibrsemoga', 'bantu', 'sosial', 'jamin', 'sehat', 'beasiswa', 'didik', 'maju', 'debenahi', 'biar', 'meratabrbrsemua', 'orang', 'tau', 'debat', 'omong', 'manisbrkita', 'tau', 'janji', 'tepat']",-7,negatif,-1,-1,negatif
makanya anis gila senyum tidak jelas,"['anis', 'gila', 'senyum']",-1,negatif,-1,-1,negatif
usul buat kpu untuk debat yang akan datang dihadiri oleh perwakilan mahasiswa dan organisasi kemasyarakatan jangan menghadirkan para pendukung biar tertib dan fair,"['usul', 'kpu', 'debat', 'hadir', 'wakil', 'mahasiswa', 'organisasi', 'masyarakat', 'hadir', 'dukung', 'biar', 'tertib', 'fair']",10,positif,1,1,positif
bismillah pak anis,"['bismillah', 'anis']",4,positif,1,1,positif
di komentarr banyak banget pilih aniss mendukung aniss tapi di komentar hanya bisa menilai dari cara bicaranyaa dari cara kepintaran mengomong tapi tidak dalam bekerja yang baik pemimpin tertinggi di indonesia yang di butuhkan adalah kerja nya yang nyata dan janji nya yang bukti mungkin masyarakan sudah melihat kinerja pak anis dan pakai ganjar tapi pak prabowo lah yang akan menjadi indonesia lebih kuat indonesia yang lebih kerja nyata dan indonesia bakal ada pemimpin yang bekerja nyata dan janjinya nyata karena prabowo tidak mencarii gaji dari presiden tapi prabowo hanya ingin melihat indonesia lebih kuat damai dan mengirangi kemiskinan dan hancurkan koropsii,"['komentarr', 'banget', 'pilih', 'aniss', 'dukung', 'aniss', 'komentar', 'nilai', 'bicaranyaa', 'pintar', 'omong', 'pimpin', 'tinggi', 'indonesia', 'butuh', 'kerja', 'nya', 'nyata', 'janji', 'nya', 'bukti', 'masyarakan', 'kerja', 'anis', 'pakai', 'ganjar', 'prabowo', 'indonesia', 'kuat', 'indonesia', 'kerja', 'nyata', 'indonesia', 'pimpin', 'nyata', 'janji', 'nyata', 'prabowo', 'cari', 'gaji', 'presiden', 'prabowo', 'indonesia', 'kuat', 'damai', 'mengirangi', 'miskin', 'hancur', 'koropsii']",6,positif,1,1,positif
pak anis oke banget mamtapp,"['anis', 'oke', 'banget', 'mamtapp']",3,positif,1,1,positif
anis top dan santai dengan gagasan pengetahuan ny3 dan pengalaman yang di iringi rekam jejak yang nyata,"['anis', 'top', 'santai', 'gagas', 'tahu', 'ny3', 'alam', 'iring', 'rekam', 'jejak', 'nyata']",9,positif,1,1,positif
poin positif yang saya tangkap brbrganjar ketika suatu masalah itu tidak dapat diselesaikan oleh aparat yang berwenang disitulah negara harus turun tangan selesaikan dengan tuntas agar tidak muncul kembali dan menjadi masalah yang berlarut larutbrbrprabowo saya sependapat dengan pak ganjar saya sependapat dengan pak anis tetapi seharusnya bla blabla tidak gengsi tidak munafik serta mengakui jika ada opini dari oposisi yang menurut beliau memang baik dan selalu menegaskan berulang kali quotapapun dan siapapun yang terpilih yang penting rakyat indonesia harus tetap guyub rukun jangan sampai terpecah belahquotbrbranies negara ini adalah negara hukum dimana hukum sudah seharusnya digunakan sebagai pengatur kekuasaan bukan negara kekuasaan dimana hukum diatur oleh penguasa,"['poin', 'positif', 'tangkap', 'brbrganjar', 'selesai', 'aparat', 'wenang', 'situ', 'negara', 'turun', 'tangan', 'selesai', 'tuntas', 'muncul', 'larut', 'larutbrbrprabowo', 'dapat', 'ganjar', 'dapat', 'anis', 'bla', 'blabla', 'gengsi', 'munafik', 'aku', 'opini', 'oposisi', 'beliau', 'ulang', 'kali', 'quotapapun', 'pilih', 'rakyat', 'indonesia', 'guyub', 'rukun', 'pecah', 'belahquotbrbranies', 'negara', 'negara', 'hukum', 'mana', 'hukum', 'atur', 'kuasa', 'negara', 'kuasa', 'mana', 'hukum', 'atur', 'kuasa']",2,positif,1,-1,negatif
sudah kuat memilih anis,"['kuat', 'pilih', 'anis']",-3,negatif,-1,1,positif
baiklahsaya mengakui kalau pak anis memang pantas nomor 1 kali ini saya dukung,"['baiklahsaya', 'aku', 'anis', 'nomor', '1', 'kali', 'dukung']",5,positif,1,1,positif
saya suka anis tapi wakilnya itu looh,"['suka', 'anis', 'wakil', 'looh']",2,positif,1,1,positif
arifhakiem seluruh dunia sudah mengakui kehebatan indonesia dipimpin oleh presiden jokowidodo kalau hanya segerombolan anda yang menganggap salah jalan berarti ada yang salah dengan anda seperti istilah orang mengatakan gula itu manis tetapi hanya anda yang mengatakan gula itu asin,"['arifhakiem', 'dunia', 'aku', 'hebat', 'indonesia', 'pimpin', 'presiden', 'jokowidodo', 'gerombol', 'anggap', 'salah', 'jalan', 'salah', 'istilah', 'orang', 'gula', 'manis', 'gula', 'asin']",-6,negatif,-1,-1,negatif
anis banyak omong kerja kosong,"['anis', 'omong', 'kerja', 'kosong']",-6,negatif,-1,-1,negatif
anis ini keren banget,"['anis', 'keren', 'banget']",1,positif,1,1,positif
anis ini pisi misi nya tidak membangun,"['anis', 'pis', 'misi', 'nya', 'bangun']",0,netral,0,1,positif
anis itu ibarat hp iphone y20 penampilan bagus seperti iphone yang berkelas tinggi tetapi dalamnya seperti android y20 lemot dalam bekerja,"['anis', 'hp', 'iphone', 'y20', 'tampil', 'bagus', 'iphone', 'kelas', 'dalam', 'android', 'y20', 'lot']",-9,negatif,-1,-1,negatif
anakriau102 cerdas dalam berbicara bukan berarti cerdas dalam bertindak perubahan bukan berarti langgeng dan maju tetapi perubahan bisa sementara dan mundur branis pintar mengolah kata banyak yang tertipu retorikanya padahal 1 kata anis selalu bermakna lebih dari 1,"['anakriau102', 'cerdas', 'bicara', 'cerdas', 'tindak', 'ubah', 'langgeng', 'maju', 'ubah', 'mundur', 'branis', 'pintar', 'olah', 'tipu', 'retorika', '1', 'anis', 'makna', '1']",9,positif,1,1,positif
bang anies memang berkelas konsepnya matang pak prabowo orangnya ikhlas untuk negeri ini beliau sungguh pantas jadi bapak guru bangsa mendukung bang anis maju membenahi negeri mas ganjar sepertinya perlu banyak belajar dan beliau mau belajar cocok mendukung setiap langkah bang anies menuju indonesia lebih baik,"['bang', 'anies', 'kelas', 'konsep', 'matang', 'prabowo', 'orang', 'ikhlas', 'negeri', 'beliau', 'sungguh', 'guru', 'bangsa', 'dukung', 'bang', 'anis', 'maju', 'benah', 'negeri', 'mas', 'ganjar', 'ajar', 'beliau', 'ajar', 'cocok', 'dukung', 'langkah', 'bang', 'anies', 'indonesia']",18,positif,1,1,positif
soal debat dan publik speaking anies saya akui satu yang terbaik namun apakah beliau bisa eksekusi semua janji manis pak jokowi waktu 2014 tidak semanis retorika pak anies loh tapi tidak semua tereksekusi perlu diperhatikan ini sebagai evaluasi,"['debat', 'publik', 'speaking', 'anies', 'aku', 'baik', 'beliau', 'eksekusi', 'janji', 'manis', 'jokowi', '2014', 'seman', 'retorika', 'anies', 'loh', 'eksekusi', 'perhati', 'evaluasi']",4,positif,1,1,positif
rickyyosua sependapat dengan andapak anis retorikanya okepak prabowo orangnya ikhlas meski retorikanya jelas tidak sama dengan pakanistapi untuk pak ganjar pranowomahfud md energikretorika tidak kalahbisa jagonganquot diskusi dengan audiens dan nyambunginsya allah actionny juga sesuai dengan retorikanyapak mahfud siapa yang tidak tau sepak terjang beliau gama oke,"['rickyyosua', 'dapat', 'andapak', 'anis', 'retorika', 'okepak', 'prabowo', 'orang', 'ikhlas', 'retorika', 'pakanistapi', 'ganjar', 'pranowomahfud', 'md', 'energikretorika', 'kalahbisa', 'jagonganquot', 'diskusi', 'audiens', 'nyambunginsya', 'allah', 'actionny', 'sesuai', 'retorikanyapak', 'mahfud', 'tau', 'sepak', 'terjang', 'beliau', 'gama', 'oke']",6,positif,1,1,positif
loh enggak bahaya ta komentarnya pengin pak anis jadi presiden semua nih,"['loh', 'bahaya', 'ta', 'komentar', 'pengin', 'anis', 'presiden', 'nih']",-5,negatif,-1,-1,negatif
dari pilih prabowo karena debat ini jadi pilih pak anis,"['pilih', 'prabowo', 'debat', 'pilih', 'anis']",-1,negatif,-1,1,positif
hahaha kalau anis menang saya jamin kalian semua bakso,"['hahaha', 'anis', 'menang', 'jamin', 'bakso']",-6,negatif,-1,-1,negatif
semoga pak anis dimudahkan ke ri 1 amin,"['moga', 'anis', 'mudah', 'ri', '1', 'amin']",4,positif,1,1,positif
pak anis pisi misi nya kayak bocah,"['anis', 'pis', 'misi', 'nya', 'kayak', 'bocah']",-3,negatif,-1,-1,negatif
sudah tidak di ragukan lagi anis rasyid baswedan biarkan masyarakat yang menilai kualitan dan kuantitas capres kita,"['ragu', 'anis', 'rasyid', 'baswedan', 'biar', 'masyarakat', 'nilai', 'alit', 'kuantitas', 'capres']",0,netral,0,1,positif
catatan buat moderator kurang jelas untuk aturan tanggapan nya pas pak ganjar nanggapin dengan pertanyaan malah disanggah padahal sebelumnya ada tanggapan dengen pertanyaan juga dari pak prabowo buat pak anis sarannya lebih pertegas aturannya,"['catat', 'moderator', 'atur', 'tanggap', 'nya', 'pas', 'ganjar', 'nanggapin', 'sanggah', 'tanggap', 'dengen', 'prabowo', 'anis', 'saran', 'tegas', 'atur']",7,positif,1,1,positif
tdkhrsslaluorgjawajdpmpnkepnegara bpkanisrasyidbaswecdbranputraterbaikbangsapantasbrmenjadi di pemimpin bangsabramin,"['tdkhrsslaluorgjawajdpmpnkepnegara', 'bpkanisrasyidbaswecdbranputraterbaikbangsapantasbrmenjadi', 'pimpin', 'bangsabramin']",0,netral,0,0,netral
mas anis pendongeng handal,"['mas', 'anis', 'dongeng', 'handal']",2,positif,1,1,positif
wah pak anis keren banget nih langsung ulti pak prabowo,"['anis', 'keren', 'banget', 'nih', 'langsung', 'ulti', 'prabowo']",4,positif,1,1,positif
anis mbulet saja jawabane,"['anis', 'mbulet', 'jawabane']",0,netral,0,0,netral
anis omong doang wkwkwk jakarta apa kbar,"['anis', 'omong', 'doang', 'wkwkwk', 'jakarta', 'kbar']",-1,negatif,-1,-1,negatif
insyallah pak anis bisa membawa perubahan beliau kelihatan tenang sekali menyampaikan sesuatu tidak menggebu2 ramah pak anies,"['insyallah', 'anis', 'bawa', 'ubah', 'beliau', 'tenang', 'menggebu2', 'ramah', 'anies']",4,positif,1,1,positif
kalo tudak ada pencekalan aku yakin ganjar bisa mengejar permainan inibrdan yang ke 2 pak anissemoga perjuangan mereka siap di jalankandukungganku no 3 maju tak gentar membela rakyat jelata,"['kalo', 'tudak', 'cekal', 'ganjar', 'kejar', 'main', 'inibrdan', '2', 'anissemoga', 'juang', 'jalankandukungganku', 'no', '3', 'maju', 'gentar', 'bela', 'rakyat', 'jelata']",-9,negatif,-1,1,positif
untuk debat capres kali ini pak anis dan pak ganjar memberikan jawaban yang cukup memuaskan bagi saya seorang pemilih di 2024 nantisayang sekali pak prabowo memberikan jawaban yang kurang memuaskan dan terlalu bertele tele,"['debat', 'capres', 'kali', 'anis', 'ganjar', 'muas', 'pilih', '2024', 'nantisayang', 'prabowo', 'muas', 'tele', 'tele']",13,positif,1,1,positif
anis memang berkualitas dari cara bicara dan menjawab pertanyaan mantap menampak lulusan luar negrinya beda dengan bowo amp ganjarbrinsya allah anis menang amin,"['anis', 'kualitas', 'bicara', 'mantap', 'tampak', 'lulus', 'negrinya', 'beda', 'bowo', 'amp', 'ganjarbrinsya', 'allah', 'anis', 'menang', 'amin']",14,positif,1,1,positif
menurut saya debat capres ini seharusnya dilakukan secara serus tidak sepatutnya dilakukan sebecanda itu saya kira indonesia membutuhkan pemimpin negara yang berwibawa tegas tutur kata baik dan memiliki kemampuan dalam bagaimana memberikan reaksi dalam segala situasi dengan baik insyaallah bapak anis 1 vote dari saya sudah mantap,"['debat', 'capres', 'serus', 'patut', 'sebecanda', 'indonesia', 'butuh', 'pimpin', 'negara', 'wibawa', 'milik', 'mampu', 'reaksi', 'situasi', 'insyaallah', 'anis', '1', 'vote', 'mantap']",-1,negatif,-1,1,positif
masya allah anis ribu pemikiran nya sangat brilian,"['masya', 'allah', 'anis', 'ribu', 'pikir', 'nya', 'brilian']",4,positif,1,1,positif
yang berbobot anis lah,"['bobot', 'anis']",-3,negatif,-1,-1,negatif
yohanis ngibul bilang ada aplikasi di jakarta yang akan merespon cepat keluhan warga sih yohanis kagak mengaca atau pura lupa untuk mengeruk lumpur di kali biar enggak banjir saja harus di tuntut warga ke pengadilan dulu baru pas sudah kalah di pengadilan sih yohanis baru mau ngeruk kali itu fakta berita dan videonya saja ada yohanis kang ngibul,"['yohanis', 'ngibul', 'bilang', 'aplikasi', 'jakarta', 'merespon', 'cepat', 'keluh', 'warga', 'sih', 'yohanis', 'kagak', 'kaca', 'pura', 'lupa', 'keruk', 'lumpur', 'kali', 'biar', 'banjir', 'tuntut', 'warga', 'adil', 'pas', 'kalah', 'adil', 'sih', 'yohanis', 'ngeruk', 'kali', 'fakta', 'berita', 'video', 'yohanis', 'kang', 'ngibul']",-17,negatif,-1,-1,negatif
hanya orang goblok yang pilih anisvisi misi enggak jelascontoh lihat saja dki di pimpin anis semua hanya nol,"['orang', 'goblok', 'pilih', 'anisvisi', 'misi', 'jelascontoh', 'lihat', 'dki', 'pimpin', 'anis', 'nol']",-7,negatif,-1,-1,negatif
pak anis yang sangat siap jadi president,"['anis', 'president']",0,netral,0,0,netral
setuju sekalianis baswedan memang toop,"['tuju', 'kalian', 'baswedan', 'toop']",-1,negatif,-1,-1,negatif
anis pintar ngomongbiazanya enggak bisa kerja,"['anis', 'pintar', 'ngomongbiazanya', 'kerja']",2,positif,1,1,positif
ke jakarta dong biar tau kinerja pak anissaya sebagai warga jakarta sangat puas dengan kepemimpian arb,"['jakarta', 'biar', 'tau', 'kerja', 'anissaya', 'warga', 'jakarta', 'puas', 'mimpi', 'arb']",1,positif,1,1,positif
lucu banget pas prabowo senggol pak anis soal parta koalisi pak anies senggol balik harusnya prabowo pulang aja malu kali tapi malunya sudah di potong akhirnya kemaluan itu sudah tidak ada 3 kali nyalon ee masih nyalon lagi,"['lucu', 'banget', 'pas', 'prabowo', 'senggol', 'anis', 'parta', 'koalisi', 'anies', 'senggol', 'prabowo', 'pulang', 'aja', 'malu', 'kali', 'malu', 'potong', 'malu', '3', 'kali', 'nyalon', 'ee', 'nyalon']",-2,negatif,-1,-1,negatif
luar biasa anis cerdas nya,"['anis', 'cerdas', 'nya']",0,netral,0,1,positif
mantap pak anis,"['mantap', 'anis']",5,positif,1,1,positif
memang pendukung anis sampai anis sendiri pun hobinya omdo dari dulu debat dengan ahok juga bgtu sudah terbukti kalo cuman omong doang kerja 0,"['dukung', 'anis', 'anis', 'hobi', 'omdo', 'debat', 'ahok', 'bgtu', 'bukti', 'kalo', 'cuman', 'omong', 'doang', 'kerja', '0']",2,positif,1,1,positif
kolom komentar anis semua jadi terharu,"['kolom', 'komentar', 'anis', 'haru']",0,netral,0,0,netral
2 kali saya dukung prabowo kali ini adanya debat capres saya yakin dan mantapanis calon pemimpin yang luar biasa semoga indonesia akan lebih baik lagi,"['2', 'kali', 'dukung', 'prabowo', 'kali', 'debat', 'capres', 'mantapanis', 'calon', 'pimpin', 'moga', 'indonesia']",8,positif,1,1,positif
diserang anis 2 lwan 1,"['serang', 'anis', '2', 'lwan', '1']",-4,negatif,-1,-1,negatif
anis banyak bicara sedikit kerja brbrprabowo sedikit bicara perbanyak kerja brbrganjar boneka pdi,"['anis', 'bicara', 'kerja', 'brbrprabowo', 'bicara', 'banyak', 'kerja', 'brbrganjar', 'boneka', 'pdi']",4,positif,1,1,positif
maju pak anis pimpin indonesia raya amin,"['maju', 'anis', 'pimpin', 'indonesia', 'raya', 'amin']",0,netral,0,1,positif
mass anis mas anies makanya jangan suka merangkai katakatajd gubernur saja di tanya janji nya apa lupa dienis mending lu jadi guru bahasa indonesia kalo dolo ada ujian merangakai kata,"['mass', 'anis', 'mas', 'anies', 'suka', 'rangkai', 'katakatajd', 'gubernur', 'janji', 'nya', 'lupa', 'dienis', 'mending', 'lu', 'guru', 'bahasa', 'indonesia', 'kalo', 'dolo', 'uji', 'merangakai']",-5,negatif,-1,-1,negatif
cerdas mengolah kata ya ingat ya jejak digital masih ada apa katanya anis tidak bakal menghianati pak prabowo tapi nyatanya omongan sendiri saja di hindari kacau apalagi omongan orang,"['cerdas', 'olah', 'ya', 'ya', 'jejak', 'digital', 'anis', 'menghianati', 'prabowo', 'omong', 'hindar', 'kacau', 'omong', 'orang']",0,netral,0,-1,negatif
faqihminastaamklm bang banyak buzeer lebih heran lagi disini semua komentar aniss semua ya,"['faqihminastaamklm', 'bang', 'buzeer', 'heran', 'komentar', 'aniss', 'ya']",5,positif,1,1,positif
pak anis terbaik masyaallah,"['anis', 'baik', 'masyaallah']",2,positif,1,1,positif
anis dosen kalo debat mah juara tapi kalau di lapangan beda lagi ceritanyabrbrno 2 amp 3 jadi referensi saya kita tunggu debat selanjutnya,"['anis', 'dosen', 'kalo', 'debat', 'mah', 'juara', 'lapang', 'beda', 'ceritanyabrbrno', '2', 'amp', '3', 'referensi', 'tunggu', 'debat']",6,positif,1,1,positif
anjir no celah ganjar anis brbaru kali ini insecure mendengarkan debat mereka,"['anjir', 'no', 'celah', 'ganjar', 'anis', 'brbaru', 'kali', 'insecure', 'dengar', 'debat']",2,positif,1,1,positif
prabowo jawaban nya tidak berbelit belitlangsung skat mat terus ke anis dan ganjar gasspool terus jangan kasih kendor,"['prabowo', 'nya', 'belit', 'belitlangsung', 'skat', 'mat', 'anis', 'ganjar', 'gasspool', 'kasih', 'kendor']",0,netral,0,1,positif
sudah teruji kwalitas ex gubernur di kota ku yang kian manis brkata2nya manis tapi memang semanis hasil kerja dan karyanya alhamdulillah brbrinsyaallah beliau amanah apa yang diucapkan sama seperti apa yang dilakukansosok yang pintar dan amanah tidak apa kita kehilangan sosok gubernur hebat asal amin nomor 1,"['uji', 'kwalitas', 'ex', 'gubernur', 'kota', 'ku', 'kian', 'manis', 'brkata2nya', 'manis', 'seman', 'hasil', 'kerja', 'karya', 'alhamdulillah', 'brbrinsyaallah', 'beliau', 'amanah', 'dilakukansosok', 'pintar', 'amanah', 'hilang', 'sosok', 'gubernur', 'hebat', 'amin', 'nomor', '1']",22,positif,1,1,positif
benar banget massy tinggal di kabupaten bekasi bekerja di jkarta sejak p anis jadi gubernur saya nak angkot janklingko nol rupiah dan turun dari angkot jalan kaki dan sekarang trotoarnya luas dan bagus nyaman sekarang mau ke stsiun turun dari busway di sambut jembatan penyeberangan yang indah dan bagus milenialga seperti dulu kalo mau naik jpo takut banyak copetbrtks pak anis,"['banget', 'massy', 'tinggal', 'kabupaten', 'bekas', 'jkarta', 'p', 'anis', 'gubernur', 'nak', 'angkot', 'janklingko', 'nol', 'rupiah', 'turun', 'angkot', 'jalan', 'kaki', 'trotoar', 'luas', 'bagus', 'nyaman', 'stsiun', 'turun', 'busway', 'sambut', 'jembatan', 'seberang', 'indah', 'bagus', 'milenialga', 'kalo', 'jpo', 'takut', 'copetbrtks', 'anis']",-12,negatif,-1,-1,negatif
anis baswedan tak lawan,"['anis', 'baswedan', 'lawan']",-3,negatif,-1,-1,negatif
presidennya kalo enggak pak ganjar ya pak anissalut,"['presiden', 'kalo', 'ganjar', 'ya', 'anissalut']",9,positif,1,1,positif
maaf knapa yang debat pak prabowo sama anis kok saya yang emosi ya minimal santai lah bosq,"['maaf', 'knapa', 'debat', 'prabowo', 'anis', 'emosi', 'ya', 'minimal', 'santai', 'bosq']",4,positif,1,1,positif
top lah pak anis makin yakin dengan beliau semua dilumat habis dengan jelas dan lugas,"['top', 'anis', 'beliau', 'lumat', 'habis', 'lugas']",5,positif,1,1,positif
mengira anis jago retorika ternyata content bicaranya luar biasa pantas jadi calon presiden untuk mengangkat martabat indonesia di internasional bismillah,"['anis', 'jago', 'retorika', 'content', 'bicara', 'calon', 'presiden', 'angkat', 'martabat', 'indonesia', 'internasional', 'bismillah']",18,positif,1,1,positif
keren sih pak anis ngangkat kamu 0 jadi pertanyaan di debat capress keren,"['keren', 'sih', 'anis', 'ngangkat', '0', 'debat', 'capress', 'keren']",3,positif,1,1,positif
kecamatan lasusua untuk pak anis,"['camat', 'lasusua', 'anis']",0,netral,0,0,netral
yang dipaparkan oleh anis baswedan benarbenar membuka pikiran dan pandangan setelah melihat apa yang disampaikan masingmasing capres sekarang tinggal kembalikan ke hati nurani kita siapa yang layak untuk memimpin indonesia hingga 10 tahun kedepan nomor 1 jawabannya amin,"['papar', 'anis', 'baswedan', 'benarbenar', 'buka', 'pikir', 'pandang', 'masingmasing', 'capres', 'tinggal', 'kembali', 'hati', 'nurani', 'layak', 'pimpin', 'indonesia', '10', 'depan', 'nomor', '1', 'jawab', 'amin']",-9,negatif,-1,1,positif
pak anis paling logis bramin pasti menang,"['anis', 'logis', 'bramin', 'menang']",-1,negatif,-1,1,positif
kekuasaan untuk bisniske kuasaan untukke hormatanternyata pikiran di otak pak anis begitu ya,"['kuasa', 'bisniske', 'kuasa', 'untukke', 'hormatanternyata', 'pikir', 'otak', 'anis', 'ya']",9,positif,1,1,positif
kolom komentar anis memang elit banget sihh tapi ya lihat saja nanti,"['kolom', 'komentar', 'anis', 'elit', 'banget', 'sihh', 'ya', 'lihat']",6,positif,1,1,positif
jlas tpat padat anya anis 1,"['jlas', 'tpat', 'padat', 'anya', 'anis', '1']",0,netral,0,0,netral
anis ini enggak pernah bisa tegak ucapan nya brtinggal bilang setuju atau tidak brini belok ke antartika,"['anis', 'tegak', 'ucap', 'nya', 'brtinggal', 'bilang', 'tuju', 'brini', 'belok', 'antartika']",0,netral,0,-1,negatif
aniis anis nyakmong,"['ani', 'anis', 'nyakmong']",0,netral,0,1,positif
saya rakyat jelata tapi mudeng amp paham dengan kata pak anis semoga menjadi presiden debat wapres pasti lebih kocak,"['rakyat', 'jelata', 'mudeng', 'amp', 'paham', 'anis', 'moga', 'presiden', 'debat', 'wapres', 'kocak']",0,netral,0,1,positif
wkwkwk ya gua enggak tau ya tapi yang gua lihat yang banyak perang omongannya pak prabowo sama pak anis kalo pak ganjar omongannya kayak ada energik begitu anjay masuk di pikiran gua tapi kalo omongan pak anis gua enggak menghina tapi yang gua lihat pak anis banyak omongan ber andai kayak imajinasi saja kalo pak prabowo ada adu debat tadi sama pak anis sori gua enggak maksud menghina calon presiden siapapun gua cuma menjelaskan yang gua lihat saja tadi,"['wkwkwk', 'ya', 'gua', 'tau', 'ya', 'gua', 'lihat', 'perang', 'omong', 'prabowo', 'anis', 'kalo', 'ganjar', 'omong', 'kayak', 'energik', 'anjay', 'masuk', 'pikir', 'gua', 'kalo', 'omong', 'anis', 'gua', 'hina', 'gua', 'lihat', 'anis', 'omong', 'ber', 'andai', 'kayak', 'imajinasi', 'kalo', 'prabowo', 'adu', 'debat', 'anis', 'sori', 'gua', 'maksud', 'hina', 'calon', 'presiden', 'gua', 'gua', 'lihat']",-37,negatif,-1,-1,negatif
anis jadi presiden amin,"['anis', 'presiden', 'amin']",3,positif,1,1,positif
persen anis menang kalo ndk dah kecurangan,"['persen', 'anis', 'menang', 'kalo', 'ndk', 'dah', 'curang']",-7,negatif,-1,-1,negatif
anis mulutnya maniss cuman pintar teori tpi kerjanya 0 ganjar yang terbaik di banding lainyaa,"['anis', 'mulut', 'maniss', 'cuman', 'pintar', 'teori', 'tpi', 'kerja', '0', 'ganjar', 'baik', 'banding', 'lainyaa']",5,positif,1,1,positif
anis mmng is the best,"['anis', 'mmng', 'is', 'the', 'best']",0,netral,0,0,netral
anis terlalu pintar bicaral tapi sesungguhnya nato no action talk only alias abunawas,"['anis', 'pintar', 'bicaral', 'sungguh', 'nato', 'no', 'action', 'talk', 'only', 'alias', 'abunawas']",4,positif,1,1,positif
cerdas nya pak anis,"['cerdas', 'nya', 'anis']",0,netral,0,1,positif
muhammaddonycaprinosya02 dengar anis mengomong berasa dengar vicky prasetiyo,"['muhammaddonycaprinosya02', 'dengar', 'anis', 'omong', 'asa', 'dengar', 'vicky', 'prasetiyo']",1,positif,1,1,positif
no 2 dan 3 kewalahan debat lawan no 1 pak anis calon presiden paling layak amin,"['no', '2', '3', 'kewalahan', 'debat', 'lawan', 'no', '1', 'anis', 'calon', 'presiden', 'layak', 'amin']",-2,negatif,-1,1,positif
anis rumah dp 0 mana,"['anis', 'rumah', 'dp', '0']",3,positif,1,1,positif
